-122.30089	47.673053333
-122.30089	47.673053333
-122.300888333	47.673055
-122.300888333	47.673055
-122.300886667	47.673055
-122.300886667	47.673055
-122.300885	47.673055
-122.300883333	47.673055
-122.300881667	47.673053333
-122.300881667	47.673051667
-122.300885	47.673053333
-122.300885	47.673053333
-122.300886667	47.673053333
-122.300886667	47.673053333
-122.300886667	47.673053333
-122.300886667	47.673053333
-122.300886667	47.673053333
-122.300886667	47.673053333
-122.300886667	47.673051667
-122.300886667	47.673053333
-122.300886667	47.673055
-122.300886667	47.673056667
-122.300886667	47.673056667
-122.300886667	47.673058333
-122.300885	47.673058333
-122.300885	47.673058333
-122.300885	47.673058333
-122.300885	47.673058333
-122.300885	47.673058333
-122.300883333	47.67306
-122.300855	47.673045
-122.300855	47.673045
-122.300855	47.673045
-122.300855	47.673045
-122.300855	47.673046667
-122.300856667	47.673046667
-122.300856667	47.673048333
-122.300855	47.673046667
-122.300855	47.673046667
-122.300855	47.673046667
-122.300865	47.673058333
-122.300865	47.673058333
-122.300865	47.673058333
-122.300865	47.673058333
-122.300863333	47.673056667
-122.300863333	47.673056667
-122.300863333	47.673056667
-122.300863333	47.673056667
-122.300863333	47.673056667
-122.300861667	47.673056667
-122.300861667	47.673056667
-122.300861667	47.673056667
-122.30086	47.673056667
-122.300858333	47.673056667
-122.300856667	47.673056667
-122.300856667	47.673056667
-122.300856667	47.673058333
-122.300856667	47.673058333
-122.300856667	47.673058333
-122.300858333	47.67306
-122.300858333	47.67306
-122.300858333	47.67306
-122.300856667	47.67306
-122.300856667	47.67306
-122.300856667	47.67306
-122.300856667	47.67306
-122.300858333	47.67306
-122.300858333	47.67306
-122.300858333	47.673061667
-122.300856667	47.673061667
-122.300856667	47.673061667
-122.300858333	47.673063333
-122.300858333	47.673063333
-122.30086	47.673063333
-122.300858333	47.673063333
-122.300856667	47.673063333
-122.300858333	47.673063333
-122.30086	47.673063333
-122.300861667	47.673063333
-122.30086	47.673063333
-122.30086	47.673063333
-122.30086	47.673063333
-122.300861667	47.673063333
-122.300861667	47.673063333
-122.300861667	47.673063333
-122.300861667	47.673063333
-122.300861667	47.673063333
-122.300861667	47.673063333
-122.300863333	47.673063333
-122.300863333	47.673063333
-122.300865	47.673063333
-122.300865	47.673063333
-122.300863333	47.673063333
-122.300863333	47.673061667
-122.300865	47.673061667
-122.300863333	47.673061667
-122.300863333	47.673061667
-122.300866667	47.673061667
-122.300868333	47.673063333
-122.300868333	47.673063333
-122.30087	47.673063333
-122.300871667	47.673063333
-122.300871667	47.673063333
-122.300871667	47.673063333
-122.300873333	47.673063333
-122.300871667	47.673063333
-122.300871667	47.673063333
-122.300871667	47.673063333
-122.300871667	47.673063333
-122.30087	47.673063333
-122.300868333	47.673061667
-122.300866667	47.673061667
-122.300866667	47.673061667
-122.300865	47.673061667
-122.300865	47.673061667
-122.300863333	47.673061667
-122.300865	47.673061667
-122.300865	47.673061667
-122.300866667	47.673061667
-122.300866667	47.673061667
-122.300865	47.673061667
-122.300863333	47.673061667
-122.30086	47.673061667
-122.30086	47.673061667
-122.300865	47.673061667
-122.300868333	47.673063333
-122.30087	47.673063333
-122.300863333	47.673061667
-122.30086	47.673061667
-122.300858333	47.673061667
-122.300856667	47.673061667
-122.300855	47.67306
-122.30085	47.67306
-122.30085	47.67306
-122.300848333	47.673058333
-122.300848333	47.673058333
-122.300853333	47.67306
-122.300851667	47.67306
-122.300851667	47.673058333
-122.300853333	47.673056667
-122.30085	47.673056667
-122.300851667	47.673056667
-122.30085	47.673055
-122.300846667	47.673055
-122.300845	47.673055
-122.300846667	47.673056667
-122.300845	47.673055
-122.300845	47.673055
-122.300846667	47.673055
-122.300846667	47.673055
-122.300846667	47.673055
-122.300846667	47.673053333
-122.300846667	47.673053333
-122.300845	47.673053333
-122.300848333	47.673053333
-122.300848333	47.673053333
-122.300848333	47.673053333
-122.300851667	47.673055
-122.30085	47.673055
-122.30085	47.673055
-122.300848333	47.673055
-122.300846667	47.673055
-122.300846667	47.673055
-122.300845	47.673055
-122.300843333	47.673053333
-122.300843333	47.673053333
-122.300845	47.673055
-122.300846667	47.673055
-122.300846667	47.673055
-122.300845	47.673053333
-122.300845	47.673053333
-122.300843333	47.673051667
-122.300841667	47.673051667
-122.30084	47.673051667
-122.300843333	47.673051667
-122.300845	47.673051667
-122.300846667	47.673051667
-122.300845	47.673051667
-122.300846667	47.673051667
-122.30085	47.673051667
-122.300848333	47.673051667
-122.300846667	47.67305
-122.300851667	47.673051667
-122.300853333	47.67305
-122.300853333	47.67305
-122.300853333	47.67305
-122.300853333	47.67305
-122.300855	47.67305
-122.300851667	47.67305
-122.30085	47.67305
-122.300846667	47.673048333
-122.300848333	47.673048333
-122.300851667	47.673048333
-122.300851667	47.673048333
-122.300853333	47.673048333
-122.300853333	47.673048333
-122.300855	47.673048333
-122.300853333	47.673048333
-122.300855	47.673046667
-122.300855	47.673046667
-122.300855	47.673046667
-122.300855	47.673046667
-122.300855	47.673046667
-122.300855	47.673046667
-122.300856667	47.673046667
-122.30086	47.673046667
-122.30086	47.673046667
-122.30086	47.673046667
-122.300861667	47.673046667
-122.300861667	47.673046667
-122.30086	47.673046667
-122.300856667	47.673045
-122.300858333	47.673045
-122.30086	47.673045
-122.30086	47.673045
-122.300861667	47.673046667
-122.300861667	47.673046667
-122.300863333	47.673046667
-122.300863333	47.673046667
-122.300861667	47.673046667
-122.300863333	47.673046667
-122.300865	47.673045
-122.300865	47.673046667
-122.300863333	47.673045
-122.300861667	47.673045
-122.300861667	47.673045
-122.30086	47.673045
-122.30086	47.673045
-122.300863333	47.673045
-122.300861667	47.673045
-122.300861667	47.673045
-122.300861667	47.673045
-122.300863333	47.673046667
-122.30086	47.673045
-122.300861667	47.673046667
-122.300865	47.673046667
-122.300861667	47.673045
-122.300861667	47.673046667
-122.300861667	47.673046667
-122.300863333	47.673046667
-122.300861667	47.673046667
-122.300863333	47.673046667
-122.300863333	47.673046667
-122.300858333	47.673045
-122.300856667	47.673045
-122.300858333	47.673045
-122.300855	47.673043333
-122.300858333	47.673045
-122.300858333	47.673045
-122.300855	47.673045
-122.300853333	47.673043333
-122.300853333	47.673043333
-122.300851667	47.673043333
-122.300851667	47.673043333
-122.300851667	47.673043333
-122.300851667	47.673043333
-122.300853333	47.673043333
-122.300848333	47.673041667
-122.30085	47.673041667
-122.300853333	47.673041667
-122.300855	47.673043333
-122.300856667	47.673043333
-122.300856667	47.673043333
-122.300856667	47.673043333
-122.300856667	47.673043333
-122.300858333	47.673043333
-122.30086	47.673043333
-122.300861667	47.673043333
-122.300861667	47.673043333
-122.300858333	47.673043333
-122.300858333	47.673041667
-122.300858333	47.673041667
-122.300858333	47.673043333
-122.300858333	47.673043333
-122.300858333	47.673043333
-122.300858333	47.673041667
-122.30086	47.673041667
-122.30086	47.673041667
-122.300861667	47.673041667
-122.30086	47.673041667
-122.300858333	47.67304
-122.300858333	47.67304
-122.300856667	47.67304
-122.300856667	47.673041667
-122.30086	47.673041667
-122.300861667	47.673041667
-122.300861667	47.673041667
-122.300856667	47.673041667
-122.300855	47.673041667
-122.300855	47.673041667
-122.300855	47.673041667
-122.300855	47.673041667
-122.300856667	47.673041667
-122.300856667	47.673043333
-122.300855	47.673043333
-122.300853333	47.673043333
-122.300858333	47.673043333
-122.300861667	47.673043333
-122.300863333	47.673043333
-122.300865	47.673043333
-122.300866667	47.673041667
-122.30087	47.673043333
