840	846	846	846	845	845	845	845	845	845	845	844	844	844	834	843	825	825	844	844	842	843	843	843	842	842	842	842	842	842	843	842	844	843	845	844	845	845	845	845	845	845	845	845	845	845	845	845	846	846	846	845	846	846	846	845	846	846	846	847	847	847	846	847	847	847	847	846	846	845	845	846	845	845	844	845	845	845	845	845	845	844	844	844	844	844	845	844	843	845	844	843	843	843	842	843	842	842	842	842	842	843	843	843	843	843	844	844	844	845	845	845	845	844	845	846	845	846	845	846	846	846	845	846	845	845	845	846	846	846	846	847	847	847
847	847	847	846	846	846	846	846	845	846	845	845	844	845	845	845	844	844	844	845	844	845	844	845	844	845	843	845	843	843	843	842	842	842	842	842	842	842	843	843	843	843	843	844	844	845	844	845	844	845	845	844	845	845	845	846	846	845	846	845	846	846	846	846	846	846	846	847	846	847	847	846	846	847	847	847	846	846	846	846	846	846	845	845	845	845	845	845	845	845	845	845	844	844	844	844	845	844	845	843	843	843	843	842	842	842	843	842	843	843	842	843	843	845	844	845	843	844	845	845	845	845
836	844	844	844	844	845	844	845	845	845	846	846	845	845	845	845	845	846	846	846	846	846	847	847	847	847	847	846	847	846	846	846	845	845	845	846	845	845	845	845	845	844	846	845	845	845	845	845	845	844	844	844	844	845	843	843	842	842	842	843	842	842	843	843	843	843	844	844	844	844	845	845	844	845	845	844	845	845	845	845	845	845	845	846	844	845	846	845	846	846	846	845	847	846	846	847	847	847	847	846	846	846	846	846	846	846	845	846	845	845	844	845	845	845	844	845	843	845	844	845	844	844	845	845	843	842	833	842	842	842	842	825	843	843
843	844	825	844	844	844	845	844	844	845	845	845	845	845	845	846	845	846	846	845	845	845	846	845	846	847	847	847	847	847	847	846	846	846	846	846	846	846	831	844	844	845	843	843	843	844	843	844	843	844	843	842	842	842	842	842	842	842	842	843	843	843	844	843	844	844	844	844	844	845	845	844	844	846	846	845	846	845	845	846	845	846	846	846	846	846	845	846	847	846	847	846	846	846	847	847	846	846	846	846	846	846	846	845	845	845	845	845	845	845	844	843	845	844	844	844	844	844	844	843	843	843	843	843	843	842	843	843	843	844	843	844	844	845
845	844	844	845	845	845	826	845	845	826	845	826	845	845	846	846	845	846	845	846	847	846	846	846	847	846	846	846	846	845	845	846	845	845	846	845	845	846	845	845	845	845	844	845	845	845	845	845	845	845	845	843	843	843	843	842	842	843	842	842	842	843	843	842	843	843	844	845	844	844	845	845	845	845	845	846	845	845	846	846	845	845	846	845	846	845	845	845	846	846	847	847	846	847	847	847	846	846	847	846	846	846	846	845	846	845	845	845	845	845	843	845	845	844	843	845	844	845	845	843	844	845	843	842	844	842	843	842	842	842	843	843	842	843
843	842	843	844	844	844	845	844	845	844	845	846	845	845	845	845	845	846	845	845	845	845	846	845	846	846	846	846	846	846	847	847	847	847	847	847	846	846	846	846	845	845	844	845	846	845	845	845	843	845	845	844	844	844	843	844	844	845	844	844	843	843	842	842	843	843	842	842	842	843	843	844	844	844	843	846	845	845	843	845	845	846	846	845	845	846	845	845	846	845	846	846	845	846	845	846	846	845	846	847	846	847	847	847	847	847	846	846	847	846	837	845	846	846	846	846	846	847	847	847	846	846	845	846	846	845	845	845	845	845	844	846	846	845
844	845	844	843	844	845	844	845	844	843	845	845	844	843	842	844	842	842	842	843	842	842	843	843	843	843	843	844	844	843	845	845	845	845	843	845	845	846	845	845	846	845	846	845	845	847	845	846	846	847	846	845	846	846	846	846	846	847	846	846	845	845	846	845	846	845	843	845	846	845	845	845	844	845	844	843	843	845	844	843	844	845	844	843	843	843	843	842	842	842	842	842	843	842	842	843	843	843	844	844	843	843	845	845	845	845	844	844	845	846	846	846	845	844	846	846	845	845	845	846	845	846	845	847	847	846	846	847	846	847	847	847	846	847
846	845	845	846	845	844	846	844	845	844	845	845	845	845	844	844	842	844	845	845	845	843	845	843	842	842	842	842	842	842	842	844	843	843	844	845	843	845	843	844	845	845	844	843	844	845	846	845	845	845	846	846	845	844	845	846	845	846	846	846	846	847	846	847	847	847	846	847	847	847	846	846	846	843	845	846	846	844	845	845	845	843	845	845	845	844	843	845	843	846	845	842	842	842	844	844	843	843	835	843	843	824	843	842	844	842	842	843	842	824	843	843	846	844	845	844	845	846	845	845	846	845	845	845	845	844	845	845	846	845	846	846	846	846
847	847	846	847	846	847	845	845	846	845	846	846	846	846	846	846	845	846	846	846	845	846	843	845	845	844	843	846	843	845	842	843	843	842	844	843	842	843	843	843	842	842	842	845	845	845	845	845	845	844	845	845	844	843	846	845	844	846	845	846	846	845	846	846	846	845	846	845	846	847	847	846	846	846	846	847	848	846	846	846	847	846	847	846	846	847	844	843	845	844	846	845	846	846	845	844	843	843	846	845	845	845	845	842	843	844	843	842	842	845	842	842	843	842	842	843	844	844	846	845	844	845	845	845	846	844	845	846	845	845	846	845	845	846
845	846	846	846	845	846	846	846	846	847	847	847	846	847	845	846	846	847	846	846	846	846	846	845	846	846	843	843	845	845	845	846	845	845	844	845	845	845	843	843	844	844	842	843	842	843	842	842	843	842	842	842	844	844	845	842	844	843	845	845	846	843	845	846	845	846	846	845	843	846	847	846	846	846	846	847	846	845	846	846	846	846	846	846	847	846
837	845	842	844	845	845	845	846	845	846	844	846	846	846	836	828	847	846	846	828	847	846	846	847	845	846	846	845	845	845	845	844	845	844	845	844	844	845	845	842	845	844	844	844	845	843	846	843	845	844	844	842	842	843	843	843	841	843	845	842	843	842	844	844	845	845	843	845	845	846	846	846	845	846	846	846	846	846	846	846	846	845	846	846	847	847	846	845	846	847	847	846	847	847	846	846	846	846	845	845	845	846	846	844	846	845	845	845	845	845	845	846	843	846	845	844	844	846	845	845	843	842	843	843	842	843	842	841	843	842	844	845	845	845
845	844	844	846	844	845	845	846	845	846	845	845	846	846	846	845	846	846	846	846	845	845	846	847	847	846	847	846	847	846	846	847	846	847	846	845	846	845	845	845	846	846	845	844	843	844	845	846	845	844	844	844	844	845	843	845	845	843	845	842	842	843	843	842	844	843	845	843	843	843	846	845	845	845	845	844	846	845	843	844	845	844	846	846	846	847	845	844	845	846	846	845	846	845	846	847	847	846	847	847	846	846	847	846	846	845	845	848	845	845	845	845	845	846	846	846	846	845	844	845	845	844
838	845	844	846	845	845	845	846	846	846	846	845	846	846	847	846	847	847	846	847	846	846	846	846	846	845	845	846	844	845	846	845	846	845	846	845	844	845	845	845	845	845	844	844	845	843	843	843	844	843	842	843	843	842	842	843	843	843	843	845	845	844	844	845	844	844	844	845	845	845	845	845	846	845	845	846	846	846	847	847	847	846	847	847	846	846	846	846	846	846	844	844	845	846	845	845	847	845	845	844	844	845	845	844	844	844	845	842	845	844	843	843	843	843	842	842	842	842	843	843	843	844	845	845	844	844	846	846	846	846	846	845	846	845
846	846	846	846	845	845	846	845	846	846	845	845	846	846	847	847	847	847	847	847	847	846	847	847	847	846	846	846	846	846	845	845	846	844	845	845	843	844	844	845	845	845	844	845	844	844	844	844	843	842	842	842	842	842	842	842	843	843	843	843	844	843	846	844	843	843	845	844	846	845	846	845	845	845	846	845	845	845	845	845	846	846	836	846	828	847	846	847	846	828	845	846	845	845	845	845	845	845	844	845	845	845	843	844	845	845	843	845	845	845	845	844	843	843	842	843	842	842	842	842	843	842	837	844	843	845	843	843	843	843	842	842	842	842
842	842	842	842	843	843	844	844	844	845	846	845	845	846	845	846	846	845	846	846	846	846	845	846	846	846	846	846	846	845	846	847	846	847	847	847	847	848	846	847	846	846	846	845	847	845	845	845	846	846	844	844	845	846	845	845	845	844	844	843	845	844	845	845	845	844	843	843	843	843	842	843	842	844	844	842	843	844	845	844	844	845	844	845	845	845	845	845	845	845	847	846	846	845	846	845	845	846	846	846	845	846	846	847	845	847	847	847	847	847	846	847	846	846	845	846	846	845	846	845	845	845	845	846	843	845	844	845	845	844	845	845	844	844
845	845	842	843	842	843	842	842	842	843	843	843	842	843	843	843	844	844	845	845	845	843	844	845	844	844	845	845	846	846	845	845	846	845	844	845	845	845	846	846	846	845	846	846	847	847	847	847	846	846	847	845	846	844	846	845	844	844	845	845	845	845	844	845	844	844	844	844	845	845	844	844	844	843	844	843	843	843	842	842	842	842	843	843	843	843	843	844	843	845	844	845	845	845	846	845	845	845	845	846	845	845	846	846	845	846	845	845	845	845	835	825	825	844	843	844	842	843	843	843	842	842	842	842	843	842	842	842	843	844	844	844	844	844
844	843	845	845	845	845	846	846	846	845	846	846	845	846	846	845	845	846	845	846	846	846	847	847	846	846	847	846	846	846	846	846	846	845	846	846	846	845	845	845	845	845	844	845	844	844	844	844	844	844	843	844	844	843	843	843	842	843	842	842	842	842	843	844	842	843	843	844	844	845	845	844	843	845	846	845	845	845	846	846	846	846	846	845	846	845	845	846	845	846	846	846	846	846	847	847	847	847	846	846	847	846	846	846	845	846	845	846	845	845	845	845	845	845	845	845	844	845	845	845	844	842	843	843	843	842	842	842	844	842	843	843	843	843
844	845	845	844	845	844	845	844	845	846	844	845	845	846	845	846	845	846	845	845	846	846	846	846	846	846	846	847	846	846	846	847	846	845	846	846	845	845	846	845	845	845	845	845	845	844	844	845	845	844	844	843	844	845	843	843	842	843	842	843	842	842	842	842	842	843	842	843	843	843	843	844	844	844	844	844	845	845	845	846	845	845	845	846	846	846	844	845	845	846	845	847	846	845	847	846	846	847
836	845	846	846	846	846	847	846	846	846	846	847	846	846	845	845	844	845	845	844	845	845	844	845	844	845	845	844	845	844	844	843	843	824	842	842	823	842	842	842	825	842	843	843	843	843	844	845	844	843	845	844	844	846	845	845	845	846	845	845	846	845	845	846	845	846	846	846	846	846	846	846	847	847	847	847	847	846	847	846	846	846	846	845	846	845	846	845	844	845	845	845	845	845	844	844	844	845	843	844	845	844	843	843	842	843	842	842	842	842	843	843	842	842	844	843	844	845	844	843	844	845	843	845	846	845	845	845	845	846	845	845	844	846
846	846	846	846	846	845	846	847	846	847	846	847	847	846	847	846	846	845	845	845	845	844	845	845	845	845	845	844	845	844	844	844	844	843	844	844	843	845	844	844	843	842	842	842	842	842	842	842	842	842	844	842	843	843	844	845	845	844	844	845	845	846	845	845	846	845	845	845	846	845	845	845	845	845	845	846	846	846	846	846	847	846	846	847	846	846	846	846	846	846	845	847	845	845	845	846	845	845	844	845	844	844	843	843	845	844	844	844	845	843	843	843	843	842	842	842	842	842	842	842	842	843	840	846	846	846	845	846	845	845	845	843	844	845
845	844	844	844	844	844	843	844	845	845	844	843	844	844	845	844	843	843	842	842	842	842	842	843	843	843	843	845	844	844	843	844	844	844	846	845	844	845	845	846	845	846	845	845	845	845	845	845	846	845	845	846	845	846	845	847	846	847	847	846	847	846	846	846	846	845	844	845	845	845	845	844	844	845	844	843	845	844	844	843	845	845	845	844	845	843	843	842	842	842	842	842	842	842	842	842	843	843	843	844	843	844	844	845	844	845	844	845	845	845	846	845	845	846	846	846	845	845	846	846	846	846	845	846	847	846	847	847	847	847	847	846	846	846
846	846	846	845	845	845	846	845	845	845	845	845	845	844	845	844	845	845	845	844	844	843	845	844	843	843	843	843	842	842	842	843	842	843	843	843	843	844	843	844	845	844	844	845	845	845	846	845	845	845	846	846	845	845	845	845	845	846	846	845	846	846	846	847	846	847	847	847	847	846	846	846	846	846	846	845	843	845	844	844	844	844	844	844	844	844	844	844	843	844	843	842	842	842	842	843	842	842	843	843	843	843	844	843	843	845	844	844	845	845
835	842	842	842	824	842	842	843	843	825	844	844	844	844	844	845	835	845	846	845	845	845	845	845	845	845	845	846	845	846	846	846	847	847	847	846	846	846	846	846	846	846	845	846	847	845	845	845	845	845	844	845	845	844	845	845	845	844	845	844	844	844	843	843	843	842	843	842	842	842	842	842	843	843	844	844	844	844	844	845	844	844	845	846	845	845	845	845	845	845	846	845	845	845	845	846	845	846	846	846	846	847	847	847	846	847	847	846	846	846	846	846	845	846	845	846	845	845	844	845	845	845	845	844	844	844	845	845	845	845	845	845	844	844
843	844	842	842	843	842	844	842	842	843	842	843	843	844	845	845	845	844	844	844	845	844	845	844	846	845	845	845	845	845	845	846	844	846	845	846	846	846	846	846	847	847	847	847	847	847	846	846	845	846	846	845	846	845	845	845	845	844	844	845	845	845	845	844	845	845	845	844	845	844	844	843	843	842	843	842	842	842	842	842	842	843	842	842	843	843	844	844	845	845	845	846	845	845	845	845	845	846	846	846	846	845	846	846	846	846	846	846	846	846	846	847	847	847	846	847	847	846	846	846	847	846	838	846	846	846	846	846	846	845	844	844	845	845
843	845	844	845	845	844	844	844	845	844	843	844	845	844	844	845	844	843	843	842	842	842	842	843	842	842	842	843	843	843	843	842	844	845	844	844	844	846	844	845	845	846	845	846	846	846	846	845	845	846	845	845	846	846	846	846	846	847	847	846	847	846	846	846	846	846	846	846	845	846	845	845	845	845	845	845	845	844	844	844	843	844	842	845	844	844	843	845	842	842	843	842	842	842	842	842	842	842	843	843	843	843	843	843	844	846	844	844	844	844	845	845	845	846	846	845	845	845	846	846	846	845	845	845	846	846	846	846	846	847	847	847	846	847
846	847	847	846	846	845	845	845	845	846	845	845	844	844	844	845	844	845	844	844	845	845	844	844	845	844	843	843	843	842	843	843	842	843	842	843	842	842	843	842	843	843	845	843	845	844	845	845	846	845	845	845	845	845	846	845	845	845	845	846	845	846	846	845	846	846	846	847	846	847	846	846	846	846	846	846	846	845	846	845	845	845	846	845	845	845	845	845	844	843	844	844	844	844	843	845	845	844	843	843	842	842	842	842	842	842	843	842	842	843	838	828	846	828	845	846	844	845	845	845	844	845	845	845	845	844	844	844	843	843	844	844	843	844
843	844	844	843	842	842	842	842	842	842	842	842	842	842	843	842	843	843	845	845	845	845	845	845	845	845	845	845	846	846	846	845	845	845	846	846	847	847	847	846	846	846	846	846	846	846	846	846	846	846	845	845	845	845	845	845	844	843	844	844	843	844	845	843	844	844	843	843	843	843	842	842	842	843	842	842	842	842	843	842	842	843	843	844	844	844	844	844	843	844	845	844	845	845	845	846	845	845	846	845	845	845	845	845	846	845	846	846	847	846	846	846	847	847	846	846	846	846	846	845	846	845	845	846	845	845	845	845	844	844	844	843	845	844
845	845	843	844	844	843	842	842	842	842	842	842	842	842	843	843	842	843	843	843	845	845	845	846	845	845	845	844	845	845	845	845	845	846	845	846	846	846	846	846	846	846	846	846	847	847	847	847	847	847	846	847	846	846	846	846	845	845	846	845	845	845	845	845	845	845	845	844	845	844	844	845	844	844	845	844	844	843	843	843	842	842	842	842	842	843	843	843	843	843	843	844	844	845	844	844	845	842	837	845	846	828	846	847	829	828	847	846	847	847	846	846	845	845	845	844	844	846	845	844	844	844	844	843	845	844	844	844	844	843	843	844	843	843
843	843	842	842	841	842	843	842	843	843	843	843	844	844	844	844	845	845	845	845	844	844	845	845	845	845	846	845	845	846	846	845	845	845	846	846	846	846	846	847	847	846	846	846	846	846	845	845	846	845	845	845	845	844	846	846	846	845	844	845	844	843	844	845	845	843	844	843	844	845	843	843	842	843	842	843	842	843	843	842	843	842	843	843	843	845	845	844	844	845	843	844	845	845	846	845	845	846	846	845	846	846	845	846	845	846	846	846	845	846	846	847	846	847	847	847	846	846	846	846	846	846	845	846	845	845	845	845	845	845	844	844	845	844
843	844	843	844	843	844	843	843	843	843	842	842	842	842	842	842	842	842	842	842	843	844	843	845	844	843	845	844	844	845	845	845	845	845	845	846	846	846	846	846	846	845	846	846	846	846	847	847	846	846	847	847	847	846	846	846	845	846	846	845	845	845	846	845	845	845	844	845	844	845	845	844	844	844	845	845	844	844	845	843	843	843	842	842	842	843	835	844	843	844	843	826	844	825	825	844	845	845	845	844	845	845	845	845	845	845	845	846	845	846	846	847	847	847	847	846	846	846	846	846	846	845	845	845	846	845	845	846	844	844	845	845	844	844
844	845	844	845	844	844	845	844	843	843	842	842	842	842	842	843	842	842	843	843	842	844	844	845	843	845	845	845	845	844	845	845	845	845	845	845	846	846	845	846	845	845	845	846	845	846	846	846	847	847	846	847	846	847	847	846	845	846	846	846	845	845	845	845	845	845	845	845	845	845	844	844	844	842	843	842	842	842	842	842	843	843	843	843	843	843	843	843	843	845	844	844	844	845	846	844	846	845	845	845	845	846	845	845	846	846	845	845	846	845	846	846	846	846	847	847	846	846	847	845	846	846	846	846	845	845	845	845	845	844	845	845	845	844
844	845	845	844	844	845	844	845	845	845	843	843	843	843	842	842	842	842	842	842	843	843	843	843	844	845	845	845	845	845	845	845	844	845	845	845	846	845	845	845	845	845	845	845	845	846	846	845	846	846	847	847	846	847	846	847	846	846	846	846	846	845	845	845	846	845	846	845	845	845	844	843	843	843	840	846	846	846	845	846	826	845	825	844	843	825	844	845	844	844	843	843	844	843	843	844	844	844	843	844	844	842	843	843	842	842	842	842	842	842	842	842	843	843	843	844	844	845	845	844	845	845	845	845	845	845	846	844	845	845	846	846	845	846
846	846	846	846	845	846	847	847	847	847	847	847	846	846	846	846	846	846	846	845	845	846	844	845	845	845	845	844	845	844	845	844	845	845	845	845	844	845	843	842	843	843	842	842	842	842	842	842	842	843	843	842	844	842	845	845	844	843	844	845	845	845	845	845	846	845	845	845	845	846	845	845	845	845	845	846	846	846	846	846	846	848	847	847	847	846	846	846	846	846	845	846	844	845	845	845	844	845	844	844	844	844	844	845	844	843	845	845	844	844	843	843	843	842	842	842	842	842	843	843	843	843	842	843	843	845	844	844	844	844	844	845	845	845
845	846	846	846	846	845	846	846	845	846	846	845	846	846	846	846	847	847	847	847	846	847	846	847	846	846	846	846	845	845	844	845	845	845	845	844	845	843	844	844	845	844	843	844	845	845	844	844	842	842	842	842	842	842	842	842	842	843	843	844	842	843	835	842	842	842	841	842	842	843	842	843	842	843	843	843	843	844	843	843	844	844	844	844	845	845	845	845	845	846	845	845	845	845	845	845	846	846	846	846	846	847	847	846	847	847	846	846	846	846	845	846	845	845	845	845	844	845	844	844	844	844	845	845	844	844	844	845	844	843	843	843	843	842
842	842	842	842	842	843	843	842	843	843	843	843	845	845	844	844	844	843	845	844	845	845	845	845	845	845	846	845	845	845	846	846	844	846	845	846	846	846	846	847	846	847	847	846	846	846	845	846	846	846	844	846	845	845	844	845	844	843	844	844	844	844	843	844	844	845	844	843	844	842	842	843	842	842	842	842	842	842	842	843	842	843	843	843	844	844	843	844	845	844	844	845	844	845	845	845	845	845	845	845	844	845	844	845	846	845	845	845	846	846	846	847	846	847	846	847	846	846	846	845	845	845	845	844	843	844	844	843	844	845	844	844	843	845
843	843	842	842	842	842	842	842	842	842	843	843	843	843	843	844	844	845	843	845	844	844	845	845	845	845	845	845	845	845	845	845	845	845	845	846	844	845	846	846	847	846	836	846	826	826	846	846	845	845	837	845	845	845	845	844	845	845	845	845	844	846	845	845	846	846	846	847	846	846	846	846	846	846	846	846	846	845	845	845	846	844	845	845	845	844	844	845	845	844	844	845	844	844	844	844	842	843	843	842	842	842	842	842	842	842	842	842	843	842	843	844	844	843	844	845	845	845	846	845	845	845	845	845	845	845	845	845	845	846	845	846	845	845
846	846	847	845	847	847	847	847	846	846	846	845	846	846	846	845	845	844	846	844	846	845	844	844	844	843	844	844	845	844	844	844	844	844	844	843	842	843	842	842	843	842	842	842	843	843	842	843	843	843	844	844	844	844	844	845	844	845	845	845	846	845	845	845	845	845	845	845	846	845	846	845	846	846	846	846	846	846	847	847	847	846	846	846	846	846	845	846	845	845	845	845	845	845	845	844	843	845	844	845	844	845	844	844	845	845	843	843	842	842	842	842	842	842	842	842	842	843	843	843	843	843	844	845	844	844	845	845	845	845	845	845	845	846
846	846	845	845	846	846	845	846	846	846	846	847	846	847	846	847	846	846	845	846	846	845	845	846	846	846	846	846	845	845	844	845	844	844	844	843	844	844	837	845	846	846	846	846	846	846	846	846	846	847	845	846	845	845	846	845	844	846	844	845	844	845	844	844	843	844	844	844	843	844	844	844	844	843	843	843	842	842	842	842	842	842	842	843	842	843	843	843	844	843	844	844	846	845	845	845	845	845	845	845	845	845	845	846	845	845	845	845	846	846	845	846	846	846	846	846	846	846	847	846	846	846	846	846	846	846	845	845	845	845	845	844	845	844
844	844	845	844	844	844	844	844	844	843	842	843	842	843	842	842	842	843	842	842	842	843	843	843	843	844	844	844	845	844	844	845	844	845	845	845	845	845	845	845	845	845	845	846	846	846	846	846	846	846	847	846	847	846	847	847	846	846	846	846	846	846	846	845	846	845	846	845	844	845	845	845	844	844	844	844	844	845	844	844	844	844	843	843	843	842	842	842	842	842	842	842	843	842	843	843	842	843	844	843	844	844	845	846	844	845	845	844	845	846	845	846	845	845	846	845	845	845	845	845	846	846	846	847	846	847	846	847	846	846	846	846	847	845
845	845	845	845	844	845	846	844	845	844	844	843	844	844	844	843	844	844	845	844	843	843	843	842	842	842	836	842	842	842	841	842	842	842	842	843	842	844	843	843	844	845	845	845	846	846	845	846	845	845	845	845	845	845	845	846	845	846	847	847	846	847	847	846	846	845	846	846	846	846	845	846	845	845	845	845	845	845	845	845	844	844	844	845	844	845	844	845	845	844	843	844	842	842	842	842	843	842	843	843	843	842	843	843	844	843	844	844	845	845	845	844	844	845	845	845	845	845	845	845	845	845	845	845	845	845	845	846	845	846	846	846	846	846
846	847	846	846	846	845	845	845	845	845	845	846	845	845	845	844	844	844	844	845	844	844	844	844	844	844	844	843	842	842	842	842	842	842	842	843	842	843	842	843	843	843	843	845	844	845	844	844	845	845	845	845	845	845	845	845	846	845	844	845	845	845	845	845	846	846	846	846	846	847	847	847	846	847	847	846	846	846	846	846	845	845	845	844	845	845	845	844	844	845	844	844	844	845	845	844	844	844	845	843	843	842	843	842	842	842	842	842	842	843	843	843	844	843	843	844	844	845	844	845	844	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	846	846	846	846	846	846	846	846	846	846	846	846	837	844	845	845	844	846	844	845	845	845	845	845	845	845	846	845	845	845	846	846	845	846	846	846	846	847	847	847	847	847	847	846	846	846	846	845	845	845	845	844	845	845	845	845	845	845	844	843	844	844	844	843	844	843	844	843	843	843	842	842	842	842	842	842	842	842	842	843	842	843	843	844	843	844	845	846	845	843	844	844	845	845	845	845	845	845	846	845	844	845	845	845	845	845	846	846	836	828	846	845	845	845	845	846	845	826	844	845
844	843	845	844	844	844	844	843	843	843	843	844
843	843	843	844	843	842	842	842	842	842	842	843	842	842	842	842	842	843	844	844	844	843	844	844	844	845	844	845	845	845	845	845	845	845	846	845	846	845	845	845	845	846	846	846	846	847	846	847	846	847	846	846	846	846	846	846	845	845	844	846	845	845	844	844	844	844	844	844	844	844	844	844	845	844	844	844	843	843	843	842	842	842	842	842	842	843	843	843	844	844	843	843	843	844	844	844	845	845	845	845	845	844	845	844	846	845	846	845	845	845	845	844	846	846	846	846	846	847	846	847	846	846	846	846	845	846	845	845	845	845	845	844	845	845
